"";"Gen_1";"Gen_2";"Gen_3";"Gen_4";"Gen_5";"Gen_6";"Gen_7";"Gen_8";"Gen_9";"Gen_10";"Gen_11";"Gen_12";"Gen_13";"Gen_14";"Gen_15";"Gen_16";"Gen_17";"Gen_18";"Gen_19";"Gen_20";"Gen_21";"Gen_22";"Gen_23";"Gen_24";"Gen_25";"Gen_26";"Gen_27";"Gen_28";"Gen_29";"Gen_30";"Gen_31";"Gen_32";"Gen_33";"Gen_34";"Gen_35";"Gen_36";"Gen_37";"Gen_38";"Gen_39";"Gen_40";"Gen_41";"Gen_42";"Gen_43";"Gen_44";"Gen_45";"Gen_46";"Gen_47";"Gen_48";"Gen_49";"Gen_50"
"mostra271";42,01;12,96;45,58;63,58;15,64;70,85;0;16,82;1,21;33,68;34,53;24,78;4,98;53,07;41;1,98;71,07;60,46;24,59;53,52;11,55;23,32;48,46;36,15;79,344;3,857;18,53;12,78;4,92;57,11;51,84;48,47;63,11;52,05;13,04;3,12;3,04;42,46;66,58;4,75;7,17;45,98;30,362;51,21;39,5;20,15;63,98;0;44,2;0
"mostra272";6,26;2,12;33,99;53,99;23,04;62,09;0;25,45;1,68;50,91;40,43;37,16;25,24;48,1;20,02;3,31;68,1;56,97;9,74;14,12;73,48;40,53;9,28;5,23;17,696;16,416;4,96;13,58;46,09;58,48;44,39;59,73;70,23;1,2;18,83;11,43;13,68;36,97;57,86;7,69;28,96;29,19;10,64;2,64;5,85;40,9;49,19;0;13,19;0
"mostra273";50;14,45;49,77;59,77;16,84;54,1;0;16,1;12,96;3,89;13,28;42,55;8,22;51,32;9,66;48,92;61,32;56,82;24,79;54,81;3,41;29,61;21,87;16,72;26,972;158,334;1,32;17,41;2,04;54,26;47,18;60,57;64,49;2,6;9,28;6,54;48,114;46,82;58,91;52,58;1,89;53,37;9,196;0,93;4,72;12,7;63,37;0;11,74;0
"mostra274";5,24;50,04;55,07;65,07;8,19;69,96;0;3,87;10,96;12,41;12,51;10,63;10,39;54,97;52,21;8,29;64,97;60,65;11,19;5,37;12,9;28,14;19,51;6,23;144,56;15,834;6,69;7,61;25,39;64,84;53,53;64,39;69,93;11,36;9,66;13,74;31,447;50,65;68,8;21,99;17,53;57,14;74,373;7,96;5,81;13,63;67,14;0;54,75;0
"mostra275";24,27;7,81;38,73;56,73;7,78;58,16;0;0,78;17,67;28,24;17,2;24,32;11,9;42,77;2,64;29,48;60,77;66,52;91,23;14,12;0,33;13,52;13,74;3,27;43,339;10,374;39,93;27,8;0,65;71,14;51,65;60,23;62,57;14,41;20,11;73,34;23,598;48,52;61,84;22,79;1,9;48,01;0,456;6,74;15,37;41,59;66,01;0;21,23;0
"mostra276";1,72;22,65;39,26;59,26;15,4;54,19;0;0,9;17,89;1,79;31,19;5,47;5,64;38,93;6,85;24,08;58,93;58,48;4,55;0,18;3,17;1,11;16,92;7,36;3,472;4,512;18,68;15,65;14,37;64,04;44,86;57,16;67,49;11,24;61,64;11,2;10,24;38,48;60,48;1,53;22,9;37,87;65,2;26,32;19,28;1,26;57,87;0;10,13;0
"mostra277";49,25;37,4;61,26;71,26;27,3;59,58;0;21,86;25,3;53,66;12,51;45,55;64,95;51,34;14,64;15,01;61,34;61,13;3,57;13,27;37,16;3,04;6,07;19,2;47,08;26,092;0,62;7,14;20,2;65,06;45,55;57,11;50,85;10,6;14,04;29,28;164,67;51,13;55,05;7,31;12,66;58,37;72,798;10,74;7,43;2,41;68,37;0;14,76;0
"mostra278";10,94;1,63;50,42;60,42;8,91;70,33;0;29,05;24,8;6,13;5,25;10,07;2,62;56,6;9,08;47,29;66,6;63,05;25,84;11,47;3,89;26,06;51,83;11,65;78,078;64,025;2,17;40,48;28,36;71,32;52,67;59,5;62,31;22,8;13,07;13,73;28,028;53,05;62,77;0,18;54,96;61,55;1,3;41,95;13,97;4,49;71,55;0;13,95;0
"mostra279";32,24;13,49;48,71;66,71;6,21;66,8;0;30,79;44,17;5,16;35,04;24,45;7,16;48,82;0,01;25,49;66,82;62,01;13,72;73,29;11,16;2,27;1,75;30,17;25,403;4,332;40,7;29,56;6,21;56,94;46,68;62,23;61,19;40,96;8,94;12,58;25,27;44,01;56,87;49,37;29,42;48,2;58,083;12,69;2,74;52,82;66,2;0;21,75;0
"mostra280";57,45;47,06;48,99;68,99;56,05;55,89;0;16,24;23,03;3,23;25,67;8,01;48,9;35,91;27,85;71,67;55,91;63,15;0,09;6,63;8,29;4,58;7,03;10,87;53,664;38,272;9,17;27,75;0,79;64,65;50,61;55,37;53,06;2,3;9,37;8,96;5,216;43,15;55,93;12,94;6,64;34,93;67,872;110,05;1,62;13,87;54,93;0;7,84;0
"mostra281";6,42;40,03;46,96;56,96;4,23;61,51;0;8,53;9,64;11,03;28,33;22,62;50,21;52,18;10,94;48,01;62,18;65,07;19,17;12,58;3,75;66,06;2,68;1,23;16,764;42,878;37,67;3,08;11,44;56,84;47,61;65,94;59,29;37,23;4,1;3,3;3,102;55,07;56,72;30,41;8,89;54,2;13,662;46,45;21,04;9,12;64,2;0;1,23;0
"mostra282";0,91;16,82;48,87;58,87;12,13;50,35;0;42,09;11,9;0,73;15,63;0,22;68,59;49,94;46,75;13,58;59,94;60,76;11,68;25,4;104,07;23,49;21,88;17,75;42,211;28,834;25,91;1,16;32,38;66,47;62,25;67,9;62,55;8,3;10,35;3,15;18,902;50,76;58,97;13,35;6,39;62,33;13,624;10,73;29,66;21,28;72,33;0;3,83;0
"mostra283";7,2;22,8;38,89;56,89;10,88;61,12;0;23,92;16,68;9,44;2,99;35,03;29,61;52,36;3,38;11,81;70,36;60,31;21,49;36,8;71,53;35,43;20,7;16,58;17,461;2,28;140,49;0,27;18,42;67,99;45,03;66,03;64;9,4;52,49;31,94;66,424;42,31;68,24;2,69;30,07;38,05;4,902;14,57;3,65;58,62;56,05;0;63,31;0
"mostra284";5,28;0,24;40,52;60,52;9,99;56,4;0;31,71;38,68;0,5;27,38;68,75;2,72;39,73;5,29;47,62;59,73;64,48;11,36;2,08;31,41;5,6;18,2;7,42;0,704;15,456;3,69;38,59;2,14;62,27;42,07;54,32;70,77;32,62;2,07;29,5;25,568;44,48;66,84;24,89;44,82;35,19;16,624;20,22;0,63;12,6;55,19;0;14,62;0
"mostra285";10,29;28,66;42,45;52,45;14,31;67,8;0;10,51;10,53;35,02;8,07;15,32;4,1;55,3;1,76;42,77;65,3;61,26;31,51;25,5;0,31;34,71;5,75;5,18;169,246;32,23;2,41;3,44;4,56;60,66;45,01;65,3;62,29;38,13;6,17;26,24;12,166;51,26;60,28;6,02;41,7;42,86;31,064;6,71;3,82;80,88;52,86;0;19,36;0
"mostra286";14,93;29,12;55,18;65,18;1,54;63,19;0;31,27;14,2;0,15;24,34;3,73;3,42;57,35;52,75;6,02;67,35;63,7;20,8;36,88;62,74;46,61;0,19;0,37;5,525;20,033;26,07;57,65;5,38;61,63;49,66;64,27;60,02;27,69;11,54;4,27;7,644;53,7;66,51;58,86;32,52;54,28;155,714;6,28;3,17;2,81;64,28;0;23,58;0
"mostra287";37,6;16,97;35,41;53,41;76,59;58,08;0;16,96;54,65;7,37;3,95;22,78;8,1;47,22;0,85;11,77;65,22;48,72;21,6;38,33;2,63;28,82;38,97;91,35;8,36;19,589;9,76;11,19;23,63;65,73;42,72;61,69;57,46;19,99;3,95;69,49;153,406;30,72;55,82;16,84;11,82;39,35;100,301;3,23;19,2;29,55;57,35;0;34,36;0
"mostra288";11,79;10,79;35,99;55,99;8,95;52,78;0;8,51;18,67;18,52;7,87;42,99;9,17;41,65;17,58;20,59;61,65;63,3;22,66;19,45;10,89;41,89;33,24;27,56;113,584;10,368;1,17;0,47;9,53;67,13;37,63;64,57;51,35;7,67;60,2;23,74;24,336;43,3;58,56;26,7;3,23;42,37;5,744;2,37;16,54;17,18;62,37;0;5,62;0
"mostra289";22,62;52,37;51,16;61,16;53,67;59,65;0;4,16;11,25;8,26;57,56;89,84;7,01;52,26;11,27;18,8;62,26;54,14;5,83;6,74;0,17;1,07;34,04;64,52;5,17;14,08;31,08;0,88;43,18;62,4;46,12;66,68;52,4;12,91;2,66;18,11;67,034;44,14;72,26;59,98;2,68;61,2;3,3;56,94;10,43;7,11;71,2;0;26,9;0
"mostra290";24,05;0,77;52,89;62,89;12,85;67,85;0;14,75;1,42;10,39;34,65;8,47;0,88;51,5;2,38;27,56;61,5;62,93;4,92;5,09;1,82;9,89;2,66;11,02;45,383;3,77;0,08;34,67;42,4;65,6;50,72;61,17;63,19;7,45;9,18;23,69;41,795;52,93;57,3;18,59;16,18;61,49;12,116;25,31;12,17;18,81;71,49;0;20,27;0
"mostra291";27,12;0,16;40,95;58,95;2,81;64,95;0;28,77;17,54;39,64;23,25;1,24;7,15;42,89;5,88;8,79;60,89;59,05;16,4;9,87;12,68;1,47;1,27;2,07;126,939;26,068;57,34;49,18;30,73;58,58;43,17;57,97;66,36;15,73;0,04;16,57;12,122;41,05;57,09;6,56;33,72;39,29;6,783;10,97;40,17;94,5;57,29;0;8,73;0
"mostra292";3,53;6,65;41,15;61,15;2,05;60,2;0;6,81;3,16;30,29;33,56;11,01;10,22;44,78;14,01;19,54;64,78;71,37;1,15;33,2;53,35;25,52;39,52;3,38;67,792;9,904;26,52;36,87;51,79;58,96;40,33;55,07;60,51;38,43;13,45;31,24;12,192;51,37;57,36;6,73;0,33;41,76;38,464;44,42;0,25;3,97;61,76;0;7,95;0
"mostra293";85,64;4,36;49,8;59,8;10,8;62,14;0;4,88;24,07;23,92;14,76;9,27;0,27;53,32;5,72;7,23;63,32;63,34;15,52;2,56;4,84;4,08;8,14;8,31;1,936;135,938;28,86;33,79;6,15;60,67;50,32;58,16;67;29,34;6,48;13,99;42,922;53,34;60,94;23,88;0,3;41,21;51,282;20,9;26,96;15,98;51,21;0;88,15;0
"mostra294";36,67;94,54;50,5;60,5;18,71;59,4;0;0,6;25,58;24,28;29,59;13,99;31,89;59,07;9,56;1,91;69,07;64,08;11,13;39,49;3,88;0,55;54,78;10,81;0,689;0,559;0,59;5,87;24,9;62,43;53,6;73,11;69,72;25,68;5,63;9,91;19,643;54,08;68,18;4,04;17,87;55,01;39,273;13,75;20,17;24,78;65,01;0;31,03;0
"mostra295";64,94;84,56;41,28;59,28;43,21;62,91;0;33,71;9,65;60,81;39,7;6,08;14,19;44,8;13,65;23,33;62,8;65,44;41,77;9,28;39,86;10,15;49,52;16,44;125,723;30,096;2,06;7,47;46,48;59,94;48,24;64,86;61,03;27,12;40,74;62,95;6,175;47,44;59,12;8,64;38,88;41,56;4,56;33,44;6,84;10,72;59,56;0;12,23;0
"mostra296";6,74;1,07;43,49;63,49;7,82;66,11;0;14,41;2,3;52,54;0,99;4,16;8,09;45,72;0,77;2,11;65,72;65,87;52,59;20,87;73,75;0,92;1,08;16,92;0,112;45,776;11,22;4,03;5,69;53,84;37,49;63,34;54,29;8,03;7,06;14,81;1,872;45,87;55,63;4,43;10,19;39,46;1,488;32,13;12,05;4,5;59,46;0;31,95;0
"mostra297";15,81;28,76;45,8;55,8;6,18;59,58;0;48,87;2,77;15,52;5,57;4,33;37,09;44,32;12,45;6,5;54,32;51,75;80,2;3,36;46,51;17,2;1,82;12,35;71,852;7,084;4,62;22,7;10;52,69;54,8;58,48;55,57;5;15,39;1,34;6,644;41,75;55,1;30,94;30,81;44,43;1,672;2,51;4,31;18,81;54,43;0;53,61;0
"mostra298";19,33;3,48;57,09;67,09;19,51;60,2;0;84,37;28,17;17,46;22,46;32,04;7,67;50,94;45,89;3,36;60,94;67,04;21,58;8,53;5,71;40,87;45,77;29,91;64,142;44,993;19,43;9,24;2,99;64,66;50,03;64,45;73,96;26,17;18,52;15,22;19,123;57,04;68,51;30,16;5,6;51,62;6,669;0,74;2,26;21,47;61,62;0;67,42;0
"mostra299";3,3;10,79;41,96;59,96;16,95;66,96;0;10,2;3,06;39,33;11,07;49,77;13;42,54;29,15;10,51;60,54;73,84;21,2;6,14;15,18;7,41;28,01;38,64;80,788;17,917;22,43;1,1;32,2;60,95;55,35;63,1;59,28;15,12;30,4;6,81;13,053;55,84;58,14;2,56;59,75;45,85;91,96;11,79;20,13;32,18;63,85;0;6,43;0
"mostra300";30,39;22,7;33,52;53,52;36,9;47,77;0;9,89;34,55;1,93;113,96;3,68;17,96;40,5;9,73;15,1;60,5;61,44;12,59;18,92;9,01;0,11;6,91;20,88;75,024;24,704;13,47;26,8;13,61;58,2;35,87;67,03;58,11;2,02;18,38;2,07;9,856;41,44;64,68;15,83;91,92;42,69;27,136;41,72;26,93;27,24;62,69;0;25,68;0
"mostra301";9,23;19,44;50,66;60,66;50,49;70,78;0;47,73;18,86;45,69;44,7;6,57;22,91;48,15;10,87;31,74;58,15;58,17;11,07;6,69;10,49;22,06;39,62;4,63;68,354;78,232;23,26;4,04;15,13;57,47;49,45;58,25;57,47;42,82;35,78;21,36;30,096;48,17;69,52;65,5;6,99;49,78;77,418;1,81;54;4,23;59,78;0;5,75;0
"mostra302";9,36;41,94;55,77;65,77;7,71;66,37;0;51,64;41,4;9,3;5,44;5,11;1,91;56,6;11,47;7,6;66,6;68,12;16,54;0,26;28,16;2,96;3,65;111,7;21,593;15,34;72,41;14,56;16,86;59,26;50,16;72,11;69,64;3,32;8,88;16,31;20,215;58,12;55,47;51,64;63,88;50,76;8,255;13,28;23,67;35,83;60,76;0;9,83;0
"mostra303";10,25;3,21;53,03;71,03;11,14;71,96;0;42,11;9,84;6,96;1,79;21,27;23,5;51,14;11,56;27,73;69,14;65,5;5,62;8,35;2,45;37,31;3,25;46,52;7,543;16,169;16,18;12,57;3,9;63,95;44,23;63,55;61,37;9,05;3,83;31,78;40,394;47,5;58,48;43,78;26,33;47,97;35,131;25,77;40,54;17,76;65,97;0;51,64;0
"mostra304";23,44;14,05;34,73;54,73;99,92;63,79;0;15,28;4,66;10,15;2,74;79,1;23,44;45,82;55,97;10,94;65,82;56,7;7,86;28,22;23,31;4,38;45,52;0,29;64,592;5,952;5,18;0,65;5,26;57,26;40,83;65,79;58,26;14,47;46,97;1,39;8,672;36,7;53,61;15,6;46,87;36,99;7,92;53,06;2,48;70,27;56,99;0;23,27;0
"mostra305";15,78;0,53;48,62;58,62;32,62;66,69;0;24,81;3,57;1,12;2,77;5,26;11,03;57,38;3,18;8,24;67,38;58,42;7,04;22,8;19,83;53,1;6,7;9,68;25,982;52,008;14,95;5,13;41,22;67,7;47,44;66,87;60,82;21,75;16,7;3,42;5,764;48,42;57,81;36,77;8,48;61,13;3,388;3,75;1,23;10,09;71,13;0;40,34;0
"mostra306";3,44;12,33;62,32;72,32;4,5;62,79;0;17,4;45,09;21,35;0,96;1,25;35,98;50,77;0,12;24,26;60,77;73,39;18,49;8,17;5,27;12,28;36,66;7,53;19,695;59,332;6,48;1;10,29;64,42;49,46;64,43;55,85;43,87;8,15;33,62;11,271;63,39;69,69;7,8;6,08;53,27;10,751;3,93;1,77;6,19;63,27;0;14,78;0
"mostra307";13,29;26,36;53,18;71,18;187,25;68,18;0;25,09;25,05;6,65;20,26;8,19;4,04;44,25;85,92;3,8;62,25;66,1;5,39;5,41;37,15;19,16;7,31;10,71;79,762;48,944;15,22;7,78;1,92;61,26;38,05;68,78;72,37;5,87;12,5;4,69;36,974;48,1;69,44;8,72;17,82;40,92;45,619;39,53;5,21;11,52;58,92;0;28,05;0
"mostra308";26,37;10,55;30,29;50,29;31,71;58,99;0;17,66;5,75;8,58;30,29;18,59;3,75;36,18;2,4;0,02;56,18;74,6;57,3;15,42;9,72;12,12;15,72;4,93;9,936;52,96;3;9,28;19,72;61,64;35,52;59,31;61,61;17,63;1,81;58,75;28,288;54,6;57,66;6,13;59,14;29,88;0,304;86,28;26,76;42,55;49,88;0;0,83;0
"mostra309";13,12;13,92;46,61;56,61;14,78;58,84;0;6,66;19,86;30,57;2,34;11,93;209,25;43,88;22,77;2,8;53,88;50,26;8,55;10,65;2,36;0,75;2,37;4,15;23,584;23,672;27,42;12,04;36,32;60,86;45,44;58,5;58,31;1,95;23,7;31;52,008;40,26;55,85;22,5;8,2;52,53;28,402;14,3;22,65;3,08;62,53;0;1,89;0
"mostra310";3,18;15,44;49,39;59,39;8,24;56,34;0;1,03;11,84;12,25;0,72;9,58;80,85;53,77;1,77;53,71;63,77;64,66;5,25;11,18;14,31;0,39;1,11;0,11;38,506;9,23;56,07;26,81;36,61;65,51;48,74;63,35;69,11;49,58;16,37;0,54;27,716;54,66;63,88;9,55;9,62;56,14;6,461;20,11;64,72;60,95;66,14;0;5,23;0
"mostra311";11,59;4,64;48,63;66,63;5,15;59,52;0;1,71;15,79;0,14;3,36;1,71;11,73;52,75;6,76;14,44;70,75;58,17;31,51;2,04;10,37;38,37;14,13;13,35;1,615;19,817;1,64;34,47;11,54;67,13;41,38;60,29;54,21;7,46;5,59;46,71;1,862;40,17;62,47;15,4;4,38;30,68;137,066;21,85;66,75;2,51;48,68;0;5,06;0
"mostra312";0,42;0,9;33,65;53,65;34,2;56,15;0;4,23;13,12;26,06;76,04;18,78;27,2;28,28;27,54;36,36;48,28;63,39;65,65;14,17;31,59;2,17;55,55;42,95;12,336;10,016;20,74;23,84;9,04;55,33;40,84;57,3;54,38;3,59;5,98;55,31;58,768;43,39;61,56;18,51;1,17;45,77;11,12;13,2;17,44;67,17;65,77;0;12,82;0
"mostra313";0,7;8,56;52,5;62,5;43,05;59,36;0;2,95;24,02;9,93;13,69;60,12;0,17;51,29;13,42;13,47;61,29;64,6;14,89;0,99;29,63;25,61;12,99;3,04;116,688;101,024;8,54;14,08;17,1;55,82;45,81;60,49;54,82;4,52;39,58;30,46;19,492;54,6;53,76;31,37;3,91;53,65;19,954;3,65;7,52;66,98;63,65;0;30,75;0
"mostra314";8,23;6,81;52,41;62,41;4,07;69,53;0;4,8;9,89;12,79;59,92;8,23;50,93;47,24;4,96;58,58;57,24;63,4;9,65;6,59;39,31;12,39;34,41;5,18;26,702;6,695;37,48;5,86;4,8;61,49;52,38;66,87;70,18;7,04;50,85;25,12;34,528;53,4;61,63;26,08;0,74;54,86;20,891;30,9;11,44;10,66;64,86;0;3,8;0
"mostra315";8,53;15,26;38,63;56,63;2,81;63,7;0;37,37;14,65;18,44;6,31;1,78;11,22;42,19;8,19;7,28;60,19;63,81;30,1;31,74;2,18;5,37;10,73;11,94;103,075;20,425;7,48;2,44;1,51;61,54;46,29;56,75;61,26;5,06;8,15;5,49;29,317;45,81;59,42;6,2;1,8;49,77;11,685;27,09;5,11;18,67;67,77;0;67,76;0
"mostra316";69,13;13,53;35,56;55,56;3,76;63,85;0;1,69;29,03;1,72;0,85;142,9;11,79;37,64;0,47;5,39;57,64;56,58;6,08;5,06;21,8;4,36;36,73;10,7;3,984;0,848;3,02;9,04;3,71;63,4;41,77;54,61;46,21;120,89;8,56;0,62;4,448;36,58;59,46;24,37;9,21;38,85;34,48;2,62;1,77;3,46;58,85;0;16,34;0
"mostra317";20,39;15,74;48,34;58,34;0,09;59,89;0;0,49;70,57;0,98;7,57;7,97;15;52,03;10,54;1,33;62,03;56,89;7,94;7,92;21,26;17,64;10,81;2,13;29,304;19,36;31,57;7,34;24,88;56,72;62,08;61,91;62,05;10,91;1,17;0,65;5,83;46,89;56,63;5,49;24,26;58,64;25,014;30,93;51,13;7,11;68,64;0;9,29;0
"mostra318";4,12;29,25;54,63;64,63;9,05;60,8;0;3,03;9,58;4,11;0,76;17,66;4,2;55,64;19,39;3,62;65,64;72,36;0,42;29,79;26,77;28,76;22,9;7,71;13,793;6,084;3,52;6,34;3,55;65,21;52,52;70,15;68,09;16,99;33,76;64,97;0,273;62,36;67,23;21,53;22,14;56;11,115;30,27;7,82;12,19;66;0;4,96;0
"mostra319";19,54;24,8;45,12;63,12;1,12;70,07;0;4,89;1,85;17,01;3,84;55,76;51,2;41,76;4,33;14,27;59,76;52,61;49,89;21,06;6,73;15,51;12,35;36,22;112,271;67,279;20,05;30,39;14,26;52,17;43,41;56,6;63,53;11,21;9,97;7,31;2,432;34,61;66,36;1,39;28,8;48,08;4,864;26,87;35,42;41,49;66,08;0;11,43;0
"mostra320";0,5;16,73;38,54;58,54;13,28;63,24;0;30,89;45,95;13,04;7,4;7,99;24,24;37,42;26,45;21,1;57,42;60,93;36,9;24,07;13,66;29,58;4,35;5,77;18,24;5,744;3,01;22,13;20,82;54,18;39,74;59,91;59,52;18,31;17,8;14,93;1,376;40,93;61,25;17,51;2,43;38,17;90,464;23,45;39,7;3,78;58,17;0;18,86;0
"mostra321";24,53;8,82;40,83;50,83;40,85;60,57;0;19,07;13,61;3,54;12,75;6,77;6,65;54,88;52,87;33,27;64,88;58,33;8,15;7,93;8,46;19,16;21,28;8,85;76,758;66,924;72,03;33,34;1,58;65,29;50,67;63,39;57,38;0,81;23,94;1,5;33,198;48,33;69,68;26,99;13,75;54,92;9,702;21,76;15,03;18,32;64,92;0;25,93;0
"mostra322";33,27;29,56;47,96;57,96;44,56;66,93;0;27,4;9,06;46,38;31,41;15,63;6,48;59,93;5,12;2,95;69,93;73,52;14,37;5,31;0,47;22,52;26,84;12,63;11,466;16,107;15,8;2,91;18,42;61,76;45,97;78,53;60,73;27,78;6,2;101,79;0,065;63,52;71,4;1,5;26,33;55,99;3,77;64,95;8,02;54,52;65,99;0;70,03;0
"mostra323";15,72;3,07;47,44;65,44;45,2;68,87;0;59,93;14,31;1,75;2,94;48,82;0,18;45,72;34,87;2,99;63,72;65,43;5,28;3,69;3,75;24,69;45,93;35,41;41,135;14,25;10,61;7,81;13,41;62,52;44,11;57,88;60,31;54,89;35,83;1,57;30,951;47,43;63,99;8,03;38,28;41,5;23,883;50,11;2,46;16,41;59,5;0;16,8;0
"mostra324";3,25;1,1;47,05;67,05;6,83;60,48;0;10,89;4,16;39,08;37,94;0,54;22,04;28,42;27,2;11,81;48,42;58,38;21,36;4,24;12,13;4,26;16;0,12;2,912;34,32;3,1;3,31;44,48;68,78;39,02;58,84;56,27;57,54;1,93;2,73;19,024;38,38;53,42;5,96;11,73;40,79;4,912;56,91;19,63;16,87;60,79;0;10,74;0
"mostra325";5,44;30,13;36,74;46,74;32,35;57,17;0;27,32;2,48;19,97;32,05;15,4;49,46;48,26;5,87;9,6;58,26;66,98;27,08;18,62;23,96;3,34;23,47;19,1;12,188;1,65;34,49;7,36;48,38;61,73;47,55;58,66;62,53;24,13;12,17;11,66;44,528;56,98;64,53;8,58;54,97;43,88;39,094;14,5;23,65;33,33;53,88;0;22,33;0
"mostra326";4,47;18,02;53,58;63,58;20,46;67,06;0;37,6;84,16;82,74;5,73;78,56;11,45;55,92;9,21;17,52;65,92;65,22;8,45;22,43;29,34;28,4;6,73;6,6;7,93;19,955;4;41,29;10,92;61,78;52,09;59,83;70,32;12,65;80,47;39,81;23,166;55,22;72,83;16,86;8,43;58,57;15,444;5,11;20,72;47,07;68,57;0;22,34;0
"mostra327";3,26;6,84;44,31;62,31;8,29;55,08;0;38,16;8,51;25,01;0,81;1,93;4,53;45,12;13,85;0,69;63,12;66,48;4;4,2;54,26;19,72;2,46;1,12;38,323;83,391;16,41;36,39;18,16;53,74;44,15;56,06;60,94;6,21;24,75;2,59;22,952;48,48;56,9;45,46;26,33;39,63;45,6;38,29;7,26;2,04;57,63;0;1,54;0
"mostra328";26,01;19,75;44,44;64,44;9,09;55,4;0;88,32;4,09;17,3;8,23;6,48;28,96;42,81;4,53;100,76;62,81;58,63;16,21;27,87;18,3;18,28;3,91;5,25;63,536;47,36;25,81;6,53;2,09;67,25;36,75;60,78;61,05;2,76;38,7;25,95;95,6;38,63;57,85;21,47;24,81;43,83;28,208;17,58;0,07;22,66;63,83;0;1,67;0
"mostra329";25,95;89,51;47,1;57,1;36,88;60,4;0;14,47;0,3;0,09;5,55;9,16;19,62;50,79;1,13;31,98;60,79;63,18;0,03;31,11;4,94;7,92;73,52;13,28;95,744;17,116;14,15;3,23;0,58;55,51;47,8;71,73;57,48;19,54;6,41;27,1;94,996;53,18;63,68;33,42;5,92;53,55;70,752;54,02;37,74;1,35;63,55;0;16,61;0
"mostra330";0,23;0,92;51,46;61,46;13,31;72,61;0;10,86;1,09;3,59;7,09;6,25;17,46;46,17;3,26;47,28;56,17;63,34;52,45;12,4;48,23;4,73;12,84;7,42;14,872;8,268;73,85;47,14;18,6;63,98;49,46;64,08;68,65;37,28;41,84;6,33;12,844;53,34;59;24;16,92;53,63;18,824;7,49;35,68;79,3;63,63;0;53,51;0
"mostra331";22,29;0,11;45,86;63,86;44,9;67,73;0;13,95;5,68;8,85;47,97;9,49;4,39;42,48;25,68;13,53;60,48;63,93;44,02;9,64;39,17;77,35;53,21;17,85;54,226;8,873;5,01;3,28;8,32;67,69;38,14;62,75;64,91;4,21;10;28,98;67,184;45,93;60,2;43,28;57,35;43,5;34,865;22,14;15,45;7,95;61,5;0;35,12;0
"mostra332";14,99;12,41;41,36;61,36;46,87;56,48;0;30,86;0,54;18,34;2,31;22,91;22,8;36,08;2,67;37,32;56,08;55,33;4,48;54,11;6,92;39,22;28,94;5,92;31,456;178,368;29,77;0,24;29,01;57,76;34,45;56,98;55,76;17,12;28,14;17,46;15,536;35,33;51,48;3,29;3,5;42,13;28,384;34,76;8,3;9,39;62,13;0;15,99;0
"mostra333";1,64;3,11;57,27;67,27;2,93;56,52;0;28,78;22,14;68,1;8,65;16,37;51,13;41,18;39,71;15,57;51,18;59,46;102,4;17,79;42,76;18,02;5,88;23,75;26,048;2,992;0,19;6,44;5,78;60,03;52,3;55,36;55,21;36,54;5,3;6,71;78,144;49,46;60,73;21,93;22,65;49,45;23,166;19,97;5,56;5,15;59,45;0;60,48;0
"mostra334";2;11,84;44,26;54,26;37,81;65,98;0;14,88;32,78;19,91;19,56;8,45;16,87;51,9;21,93;4,28;61,9;55,89;15,05;11,49;5,55;16,26;11,85;56,22;6,5;25,389;2,97;11,62;6,99;67,45;49,93;70,39;68,31;0,59;3,55;28,32;11,999;45,89;62,81;1,07;7,73;63,18;10,218;4,19;10,66;11,98;73,18;0;69,36;0
"mostra335";11,07;44,69;40,28;58,28;9,21;61,3;0;17,7;32,76;1,91;94,31;19,29;6,01;37,09;0,88;5,62;55,09;66,5;39,47;39,28;64,23;49;20,46;9,65;39,273;0,608;2,66;4,41;46,45;59,26;44,13;72,05;64,11;1,42;4,23;13,69;34,295;48,5;65,67;23,73;26,8;45,54;24,206;0,73;32,23;24,65;63,54;0;22,43;0
"mostra336";43,5;12,34;37,17;57,17;19,16;51,91;0;28,58;18,31;27,42;0,07;12,69;81,37;38,87;40;5,2;58,87;60,58;6,19;0,77;0,35;16,53;11,24;4,16;62,704;49,008;20,33;9,39;10,8;60,7;44,25;63,15;63,96;9,17;6,21;28,85;28,832;40,58;55,79;20,92;29,74;44,64;54,496;18,85;9,63;3,32;64,64;0;6;0
"mostra337";16,71;105,72;54,19;64,19;8,82;54,52;0;121,91;7,63;21,82;15,54;14,34;23,99;51,69;23,9;25,23;61,69;62,57;5,33;44,91;18,11;6,63;27,19;1,39;115,456;26,906;23,1;31,52;2,93;62,98;46,53;52,87;59,53;8,12;21,52;29,17;120,164;52,57;61,42;4,97;90,58;58,91;38,764;6,22;20,65;34,82;68,91;0;23,95;0
"mostra338";27,71;9,3;53,58;63,58;36,59;68,33;0;45,86;3,53;17,14;2,03;0,95;6,91;63,28;8,88;9,01;73,28;72,06;30,39;6,44;5,79;30,35;14,02;1,7;6,227;11,271;18,46;43,02;15,37;63,97;54,19;66,71;63,09;23,42;16,54;31,59;61,945;62,06;65,73;18,93;16,38;57,19;9,23;11,58;22,28;0,3;67,19;0;17,6;0
